Site,PlotType,PlotID,Species,Grid_X,Grid_Y,Forest_status,Grazing_status
4,3,12,Calluna vulgaris,209792,820932,Unforested,Ungrazed
4,3,12,Erica tetralix,209792,820932,Unforested,Ungrazed
4,3,12,Molinia caerulea,209792,820932,Unforested,Ungrazed
4,3,12,Scirpus cespitosus,209792,820932,Unforested,Ungrazed
4,3,12,Myrica gale,209792,820932,Unforested,Ungrazed
4,3,12,Potentilla erecta,209792,820932,Unforested,Ungrazed
4,3,12,Litter,209792,820932,Unforested,Ungrazed
4,3,12,Lichen,209792,820932,Unforested,Ungrazed
4,3,12,Racomitrium sp.,209792,820932,Unforested,Ungrazed
5,1,13,Molinia caerulea,208220,819946,Reforestation,Ungrazed
5,1,13,Potentilla erecta,208220,819946,Reforestation,Ungrazed
5,1,13,Rhytidiadelphus sp.,208220,819946,Reforestation,Ungrazed
5,1,13,Viola palustris,208220,819946,Reforestation,Ungrazed
5,1,13,Hylocomium splendens,208220,819946,Reforestation,Ungrazed
5,1,13,Litter,208220,819946,Reforestation,Ungrazed
5,1,13,Sorbus aucuparia,208220,819946,Reforestation,Ungrazed
5,1,13,Litter,208220,819946,Reforestation,Ungrazed
5,1,13,Molinia caerulea,208220,819946,Reforestation,Ungrazed
5,1,13,Rhytidiadelphus sp.,208220,819946,Reforestation,Ungrazed
5,1,13,Hylocomium splendens,208220,819946,Reforestation,Ungrazed
5,1,13,Liverwort sp.,208220,819946,Reforestation,Ungrazed
5,1,13,Potentilla erecta,208220,819946,Reforestation,Ungrazed
5,1,13,Anthoxanthum odoratum,208220,819946,Reforestation,Ungrazed
5,1,13,Dactylorhiza maculata,208220,819946,Reforestation,Ungrazed
5,1,13,Galium saxatile,208220,819946,Reforestation,Ungrazed
5,1,13,Hylocomium splendens,208220,819946,Reforestation,Ungrazed
5,1,13,Pleurozium schreberi,208220,819946,Reforestation,Ungrazed
5,1,13,Potentilla erecta,208220,819946,Reforestation,Ungrazed
5,1,13,Litter,208220,819946,Reforestation,Ungrazed
5,1,13,Rhytidiadelphus sp.,208220,819946,Reforestation,Ungrazed
5,1,13,Molinia caerulea,208220,819946,Reforestation,Ungrazed
5,1,13,Blechnum spicant,208220,819946,Reforestation,Ungrazed
5,1,13,Vaccinium myrtillus,208220,819946,Reforestation,Ungrazed
5,1,13,Polytrichum sp.,208220,819946,Reforestation,Ungrazed
5,1,13,Succisa pratensis,208220,819946,Reforestation,Ungrazed
5,1,13,Juncus effusus,208220,819946,Reforestation,Ungrazed
5,1,13,Agrostis canina,208220,819946,Reforestation,Ungrazed
5,1,13,Carex pilulifera,208220,819946,Reforestation,Ungrazed
5,1,13,Luzula campestris,208220,819946,Reforestation,Ungrazed
5,1,13,Cirsium palustre,208220,819946,Reforestation,Ungrazed
5,2,14,Drosera rotundifolia,208779,820036,Unforested,Grazed
5,2,14,Scirpus cespitosus,208779,820036,Unforested,Grazed
5,2,14,Molinia caerulea,208779,820036,Unforested,Grazed
5,2,14,Eriophorum sp.,208779,820036,Unforested,Grazed
5,2,14,Narthecium ossifragum,208779,820036,Unforested,Grazed
5,2,14,Erica tetralix,208779,820036,Unforested,Grazed
5,2,14,Potentilla erecta,208779,820036,Unforested,Grazed
5,2,14,Sphagnum sp.,208779,820036,Unforested,Grazed
5,2,14,Polygala serpyllifolia,208779,820036,Unforested,Grazed
5,2,14,Litter,208779,820036,Unforested,Grazed
5,2,14,Calluna vulgaris,208779,820036,Unforested,Grazed
5,2,14,Scirpus cespitosus,208779,820036,Unforested,Grazed
5,2,14,Racomitrium sp.,208779,820036,Unforested,Grazed
5,2,14,Calluna vulgaris,208779,820036,Unforested,Grazed
5,2,14,Narthecium ossifragum,208779,820036,Unforested,Grazed
5,2,14,Juncus squarrosus,208779,820036,Unforested,Grazed
5,2,14,Litter,208779,820036,Unforested,Grazed
5,2,14,Pleurozia purpurea,208779,820036,Unforested,Grazed
5,2,14,Scirpus cespitosus,208779,820036,Unforested,Grazed
5,2,14,Erica tetralix,208779,820036,Unforested,Grazed
5,2,14,Molinia caerulea,208779,820036,Unforested,Grazed
5,2,14,Eriophorum sp.,208779,820036,Unforested,Grazed
5,2,14,Narthecium ossifragum,208779,820036,Unforested,Grazed
5,2,14,Sphagnum sp.,208779,820036,Unforested,Grazed
5,2,14,Pleurozia purpurea,208779,820036,Unforested,Grazed
5,2,14,Litter,208779,820036,Unforested,Grazed
5,2,14,Dactylorhiza maculata,208779,820036,Unforested,Grazed
5,2,14,Vaccinium myrtillus,208779,820036,Unforested,Grazed
5,3,15,Calluna vulgaris,208544,820053,Unforested,Ungrazed
5,3,15,Narthecium ossifragum,208544,820053,Unforested,Ungrazed
5,3,15,Sphagnum sp.,208544,820053,Unforested,Ungrazed
5,3,15,Potentilla erecta,208544,820053,Unforested,Ungrazed
5,3,15,Erica tetralix,208544,820053,Unforested,Ungrazed
5,3,15,Molinia caerulea,208544,820053,Unforested,Ungrazed
5,3,15,Litter,208544,820053,Unforested,Ungrazed
5,3,15,Rhytidiadelphus sp.,208544,820053,Unforested,Ungrazed
5,3,15,Scirpus cespitosus,208544,820053,Unforested,Ungrazed
5,3,15,Calluna vulgaris,208544,820053,Unforested,Ungrazed
5,3,15,Scirpus cespitosus,208544,820053,Unforested,Ungrazed
5,3,15,Molinia caerulea,208544,820053,Unforested,Ungrazed
5,3,15,Sphagnum sp.,208544,820053,Unforested,Ungrazed
5,3,15,Racomitrium sp.,208544,820053,Unforested,Ungrazed
5,3,15,Erica tetralix,208544,820053,Unforested,Ungrazed
5,3,15,Narthecium ossifragum,208544,820053,Unforested,Ungrazed
5,3,15,Potentilla erecta,208544,820053,Unforested,Ungrazed
5,3,15,Lichen,208544,820053,Unforested,Ungrazed
5,3,15,Litter ,208544,820053,Unforested,Ungrazed
5,3,15,Calluna vulgaris,208544,820053,Unforested,Ungrazed
5,3,15,Sphagnum sp.,208544,820053,Unforested,Ungrazed
5,3,15,Molinia caerulea,208544,820053,Unforested,Ungrazed
5,3,15,Juncus squarrosus,208544,820053,Unforested,Ungrazed
5,3,15,Erica tetralix,208544,820053,Unforested,Ungrazed
5,3,15,Scirpus cespitosus,208544,820053,Unforested,Ungrazed
5,3,15,Narthecium ossifragum,208544,820053,Unforested,Ungrazed
5,3,15,Litter,208544,820053,Unforested,Ungrazed
5,3,15,Carex echinata ,208544,820053,Unforested,Ungrazed
5,3,15,Rhytidiadelphus sp.,208544,820053,Unforested,Ungrazed
5,3,15,Racomittrium sp.,208544,820053,Unforested,Ungrazed
5,3,15,Eriophorum sp.,208544,820053,Unforested,Ungrazed
5,3,15,Vaccinium myrtillus,208544,820053,Unforested,Ungrazed
6,1,16,Rhytidiadelphus sp.,205803,818004,Reforestation,Ungrazed
6,1,16,Hylocomium splendens,205803,818004,Reforestation,Ungrazed
6,1,16,Holcus lanatus,205803,818004,Reforestation,Ungrazed
6,1,16,Deschampsia cespitosa,205803,818004,Reforestation,Ungrazed
6,1,16,Litter,205803,818004,Reforestation,Ungrazed
6,1,16,Rumex acetosa,205803,818004,Reforestation,Ungrazed
6,1,16,Litter,205803,818004,Reforestation,Ungrazed
6,1,16,Ranunculus ficaria,205803,818004,Reforestation,Ungrazed
6,1,16,Deschampsia cespitosa,205803,818004,Reforestation,Ungrazed
6,1,16,Hylocomium splendens,205803,818004,Reforestation,Ungrazed
6,1,16,Rhytidiadelphus sp.,205803,818004,Reforestation,Ungrazed
6,1,16,Poa pratensis,205803,818004,Reforestation,Ungrazed
6,1,16,Poa pratensis,205803,818004,Reforestation,Ungrazed
6,1,16,Deschampsia cespitosa,205803,818004,Reforestation,Ungrazed
6,1,16,Ranunculus ficaria,205803,818004,Reforestation,Ungrazed
6,1,16,Rhytidiadelphus sp.,205803,818004,Reforestation,Ungrazed
6,1,16,Hylocomium splendens,205803,818004,Reforestation,Ungrazed
6,1,16,Bare ground,205803,818004,Reforestation,Ungrazed
6,1,16,Rumex acetosa,205803,818004,Reforestation,Ungrazed
6,1,16,Litter,205803,818004,Reforestation,Ungrazed
6,1,16,Poa trivialis,205803,818004,Reforestation,Ungrazed
6,1,16,Anemone nemorosa,205803,818004,Reforestation,Ungrazed
6,2,17,Molinia caerulea,206112,818073,Unforested,Grazed
6,2,17,Potentilla erecta,206112,818073,Unforested,Grazed
6,2,17,Nardus stricta,206112,818073,Unforested,Grazed
6,2,17,Juncus squarrosus,206112,818073,Unforested,Grazed
6,2,17,Sphagnum sp.,206112,818073,Unforested,Grazed
6,2,17,Carex echinata ,206112,818073,Unforested,Grazed
6,2,17,Vaccinium myrtillus,206112,818073,Unforested,Grazed
6,2,17,Galium saxatile,206112,818073,Unforested,Grazed
6,2,17,Rhytidiadelphus sp.,206112,818073,Unforested,Grazed
6,2,17,Polygala serpyllifolia,206112,818073,Unforested,Grazed
6,2,17,Scirpus cespitosus,206112,818073,Unforested,Grazed
6,2,17,Hylocomium splendens,206112,818073,Unforested,Grazed
6,2,17,Scirpus cespitosus,206112,818073,Unforested,Grazed
6,2,17,Molinia caerulea,206112,818073,Unforested,Grazed
6,2,17,Nardus stricta,206112,818073,Unforested,Grazed
6,2,17,Eriophorum sp.,206112,818073,Unforested,Grazed
6,2,17,Sphagnum sp.,206112,818073,Unforested,Grazed
6,2,17,Potentilla erecta,206112,818073,Unforested,Grazed
6,2,17,Narthecium ossifragum,206112,818073,Unforested,Grazed
6,2,17,Polygala serpyllifolia,206112,818073,Unforested,Grazed
6,2,17,Rhytidiadelphus sp.,206112,818073,Unforested,Grazed
6,2,17,Vaccinium myrtillus,206112,818073,Unforested,Grazed
6,2,17,Litter,206112,818073,Unforested,Grazed
6,2,17,Molinia caerulea,206112,818073,Unforested,Grazed
6,2,17,Juncus squarrosus,206112,818073,Unforested,Grazed
6,2,17,Nardus stricta,206112,818073,Unforested,Grazed
6,2,17,Vaccinium myrtillus,206112,818073,Unforested,Grazed
6,2,17,Sphagnum sp.,206112,818073,Unforested,Grazed
6,2,17,Potentilla erecta,206112,818073,Unforested,Grazed
6,2,17,Polytrichum sp.,206112,818073,Unforested,Grazed
6,2,17,Carex echinata ,206112,818073,Unforested,Grazed
6,2,17,Galium saxatile,206112,818073,Unforested,Grazed
6,2,17,Luzula campestris,206112,818073,Unforested,Grazed
6,2,17,Hylocomium splendens,206112,818073,Unforested,Grazed
6,2,17,Carex nigra,206112,818073,Unforested,Grazed
6,2,17,Rhytidiadelphus sp.,206112,818073,Unforested,Grazed
6,2,17,Litter ,206112,818073,Unforested,Grazed
6,2,17,Blechnum spicant,206112,818073,Unforested,Grazed
6,2,17,Melampyrum pratense,206112,818073,Unforested,Grazed
6,2,17,Dryopteris filix-mas,206112,818073,Unforested,Grazed
6,3,18,Calluna vulgaris,205930,818001,Unforested,Ungrazed
6,3,18,Erica cinerea,205930,818001,Unforested,Ungrazed
6,3,18,Vaccinium myrtillus,205930,818001,Unforested,Ungrazed
6,3,18,Molinia caerulea,205930,818001,Unforested,Ungrazed
6,3,18,Sphagnum sp.,205930,818001,Unforested,Ungrazed
6,3,18,Juncus squarrosus,205930,818001,Unforested,Ungrazed
6,3,18,Hylocomium splendens,205930,818001,Unforested,Ungrazed
6,3,18,Lichen,205930,818001,Unforested,Ungrazed
6,3,18,Litter,205930,818001,Unforested,Ungrazed
6,3,18,Molinia caerulea,205930,818001,Unforested,Ungrazed
6,3,18,Sphagnum sp.,205930,818001,Unforested,Ungrazed
6,3,18,Calluna vulgaris,205930,818001,Unforested,Ungrazed
6,3,18,Vaccinium myrtillus,205930,818001,Unforested,Ungrazed
6,3,18,Litter,205930,818001,Unforested,Ungrazed
6,3,18,Rhytidiadelphus sp.,205930,818001,Unforested,Ungrazed
6,3,18,Hylocomium splendens,205930,818001,Unforested,Ungrazed
6,3,18,Vaccinium myrtillus,205930,818001,Unforested,Ungrazed
6,3,18,Calluna vulgaris,205930,818001,Unforested,Ungrazed
6,3,18,Racomitrium sp.,205930,818001,Unforested,Ungrazed
6,3,18,Sphagnum sp.,205930,818001,Unforested,Ungrazed
6,3,18,Molinia caerulea,205930,818001,Unforested,Ungrazed
6,3,18,Lichen,205930,818001,Unforested,Ungrazed
6,3,18,Litter,205930,818001,Unforested,Ungrazed
6,3,18,Hylocomium splendens,205930,818001,Unforested,Ungrazed
6,3,18,Rhytidiadelphus sp.,205930,818001,Unforested,Ungrazed
6,3,18,Potentilla erecta,205930,818001,Unforested,Ungrazed
6,3,18,Scirpus cespitosus,205930,818001,Unforested,Ungrazed
6,3,18,Juncus squarrosus,205930,818001,Unforested,Ungrazed
6,3,18,Succisa pratensis,205930,818001,Unforested,Ungrazed
6,3,18,Eriophorum sp.,205930,818001,Unforested,Ungrazed
6,3,18,Agrostis canina,205930,818001,Unforested,Ungrazed
7,1,19,Vaccinium myrtillus,205205,818463,Reforestation,Ungrazed
7,1,19,Ranunculus ficaria,205205,818463,Reforestation,Ungrazed
7,1,19,Holcus mollis,205205,818463,Reforestation,Ungrazed
7,1,19,Deschampsia cespitosa,205205,818463,Reforestation,Ungrazed
7,1,19,Rhytidiadelphus sp.,205205,818463,Reforestation,Ungrazed
7,1,19,Hylocomium splendens,205205,818463,Reforestation,Ungrazed
7,1,19,Litter,205205,818463,Reforestation,Ungrazed
7,1,19,Galium saxatile,205205,818463,Reforestation,Ungrazed
7,1,19,Deschampsia cespitosa,205205,818463,Reforestation,Ungrazed
7,1,19,Potentilla erecta,205205,818463,Reforestation,Ungrazed
7,1,19,Rumex acetosa,205205,818463,Reforestation,Ungrazed
7,1,19,Vaccinium myrtillus,205205,818463,Reforestation,Ungrazed
7,1,19,Rhytidiadelphus sp.,205205,818463,Reforestation,Ungrazed
7,1,19,Litter,205205,818463,Reforestation,Ungrazed
7,1,19,Anthoxanthum odoratum,205205,818463,Reforestation,Ungrazed
7,1,19,Vaccinium myrtillus,205205,818463,Reforestation,Ungrazed
7,1,19,Potentilla erecta,205205,818463,Reforestation,Ungrazed
7,1,19,Rhytidiadelphus sp.,205205,818463,Reforestation,Ungrazed
7,1,19,Deschampsia cespitosa,205205,818463,Reforestation,Ungrazed
7,1,19,Hylocomium splendens,205205,818463,Reforestation,Ungrazed
7,1,19,Rumex acetosa,205205,818463,Reforestation,Ungrazed
7,1,19,Litter,205205,818463,Reforestation,Ungrazed
7,1,19,Poa trivialis,205205,818463,Reforestation,Ungrazed
7,1,19,Blechnum spicant,205205,818463,Reforestation,Ungrazed
7,1,19,Hyacinthoides non-scripta,205205,818463,Reforestation,Ungrazed
7,1,19,Anemone nemorosa,205205,818463,Reforestation,Ungrazed
7,1,19,Viola palustris,205205,818463,Reforestation,Ungrazed
7,1,19,Veronica montana,205205,818463,Reforestation,Ungrazed
7,2,20,Narthecium ossifragum,205773,818728,Unforested,Grazed
7,2,20,Scirpus cespitosus,205773,818728,Unforested,Grazed
7,2,20,Molinia caerulea,205773,818728,Unforested,Grazed
7,2,20,Erica tetralix,205773,818728,Unforested,Grazed
7,2,20,Litter ,205773,818728,Unforested,Grazed
7,2,20,Potentilla erecta,205773,818728,Unforested,Grazed
7,2,20,Erica cinerea,205773,818728,Unforested,Grazed
7,2,20,Calluna vulgaris,205773,818728,Unforested,Grazed
7,2,20,Lichen,205773,818728,Unforested,Grazed
7,2,20,Racomitrium sp.,205773,818728,Unforested,Grazed
7,2,20,Potentilla erecta,205773,818728,Unforested,Grazed
7,2,20,Calluna vulgaris,205773,818728,Unforested,Grazed
7,2,20,Sphagnum sp.,205773,818728,Unforested,Grazed
7,2,20,Molinia caerulea,205773,818728,Unforested,Grazed
7,2,20,Erica tetralix,205773,818728,Unforested,Grazed
7,2,20,Dactylorhiza maculata,205773,818728,Unforested,Grazed
7,2,20,Litter,205773,818728,Unforested,Grazed
7,2,20,Lichen,205773,818728,Unforested,Grazed
7,2,20,Narthecium ossifragum,205773,818728,Unforested,Grazed
7,2,20,Star sedge,205773,818728,Unforested,Grazed
7,2,20,Scirpus cespitosus,205773,818728,Unforested,Grazed
7,2,20,Scirpus cespitosus,205773,818728,Unforested,Grazed
7,2,20,Molinia caerulea,205773,818728,Unforested,Grazed
7,2,20,Erica tetralix,205773,818728,Unforested,Grazed
7,2,20,Polygala serpyllifolia,205773,818728,Unforested,Grazed
7,2,20,Narthecium ossifragum,205773,818728,Unforested,Grazed
7,2,20,Litter,205773,818728,Unforested,Grazed
7,2,20,Potentilla erecta,205773,818728,Unforested,Grazed
7,2,20,Racomitrium sp.,205773,818728,Unforested,Grazed
7,2,20,Erica cinerea,205773,818728,Unforested,Grazed
7,2,20,Hard fern,205773,818728,Unforested,Grazed
7,2,20,Juncus squarrosus,205773,818728,Unforested,Grazed
7,3,21,Scirpus cespitosus,205381,818550,Unforested,Ungrazed
7,3,21,Molinia caerulea,205381,818550,Unforested,Ungrazed
7,3,21,Calluna vulgaris,205381,818550,Unforested,Ungrazed
7,3,21,Erica tetralix,205381,818550,Unforested,Ungrazed
7,3,21,Potentilla erecta,205381,818550,Unforested,Ungrazed
7,3,21,Rhytidiadelphus sp.?,205381,818550,Unforested,Ungrazed
7,3,21,Racomitrium sp.,205381,818550,Unforested,Ungrazed
7,3,21,Narthecium ossifragum,205381,818550,Unforested,Ungrazed
7,3,21,Anemone nemorosa,205381,818550,Unforested,Ungrazed
7,3,21,Polygala serpyllifolia,205381,818550,Unforested,Ungrazed
7,3,21,Succisa pratensis,205381,818550,Unforested,Ungrazed
7,3,21,Litter,205381,818550,Unforested,Ungrazed
7,3,21,Dactylorhiza maculata,205381,818550,Unforested,Ungrazed
7,3,21,Potentilla erecta,205381,818550,Unforested,Ungrazed
7,3,21,Calluna vulgaris,205381,818550,Unforested,Ungrazed
7,3,21,Molinia caerulea,205381,818550,Unforested,Ungrazed
7,3,21,Scirpus cespitosus,205381,818550,Unforested,Ungrazed
7,3,21,Hylocomium splendens,205381,818550,Unforested,Ungrazed
7,3,21,Erica cinerea,205381,818550,Unforested,Ungrazed
7,3,21,Erica tetralix,205381,818550,Unforested,Ungrazed
7,3,21,Rhytidiadelphus sp.,205381,818550,Unforested,Ungrazed
7,3,21,Hypochaeris radicata,205381,818550,Unforested,Ungrazed
7,3,21,Polygala serpyllifolia,205381,818550,Unforested,Ungrazed
7,3,21,Litter,205381,818550,Unforested,Ungrazed
7,3,21,Calluna vulgaris,205381,818550,Unforested,Ungrazed
7,3,21,Molinia caerulea,205381,818550,Unforested,Ungrazed
7,3,21,Narthecium ossifragum,205381,818550,Unforested,Ungrazed
7,3,21,Potentilla erecta,205381,818550,Unforested,Ungrazed
7,3,21,Scirpus cespitosus,205381,818550,Unforested,Ungrazed
7,3,21,Rhytidiadelphus sp.,205381,818550,Unforested,Ungrazed
7,3,21,Erica tetralix,205381,818550,Unforested,Ungrazed
7,3,21,Polygala serpyllifolia,205381,818550,Unforested,Ungrazed
7,3,21,Hylocomium splendens,205381,818550,Unforested,Ungrazed
7,3,21,Lichen,205381,818550,Unforested,Ungrazed
7,3,21,Litter,205381,818550,Unforested,Ungrazed
7,3,21,Hypericum pulchrum,205381,818550,Unforested,Ungrazed
7,3,21,Erica cinerea,205381,818550,Unforested,Ungrazed
7,3,21,Galium saxatile,205381,818550,Unforested,Ungrazed
7,3,21,Horsetail sp.,205381,818550,Unforested,Ungrazed
7,3,21,Blechnum spicant,205381,818550,Unforested,Ungrazed
7,3,21,Angelica sylvestris,205381,818550,Unforested,Ungrazed
7,3,21,Carex pilulifera,205381,818550,Unforested,Ungrazed
7,3,21,Viola palustris,205381,818550,Unforested,Ungrazed
7,3,21,Holcus lanatus,205381,818550,Unforested,Ungrazed
7,3,21,Carex panicea,205381,818550,Unforested,Ungrazed
7,3,21,Racomitrium sp.,205381,818550,Unforested,Ungrazed
7,3,21,Plantago lanceolata ,205381,818550,Unforested,Ungrazed
8,1,22,Pteridium aquilinum,223516,825891,Reforestation,Ungrazed
8,1,22,Calluna vulgaris,223516,825891,Reforestation,Ungrazed
8,1,22,Molinia caerulea,223516,825891,Reforestation,Ungrazed
8,1,22,Litter,223516,825891,Reforestation,Ungrazed
8,1,22,Hylocomium splendens,223516,825891,Reforestation,Ungrazed
8,1,22,Pteridium aquilinum,223516,825891,Reforestation,Ungrazed
8,1,22,Calluna vulgaris,223516,825891,Reforestation,Ungrazed
8,1,22,Litter,223516,825891,Reforestation,Ungrazed
8,1,22,Calluna vulgaris,223516,825891,Reforestation,Ungrazed
8,1,22,Molinia caerulea,223516,825891,Reforestation,Ungrazed
8,1,22,Hylocomium splendens,223516,825891,Reforestation,Ungrazed
8,1,22,Rhytidiadelphus sp.,223516,825891,Reforestation,Ungrazed
8,1,22,Potentilla erecta,223516,825891,Reforestation,Ungrazed
8,1,22,Pteridium aquilinum,223516,825891,Reforestation,Ungrazed
8,1,22,Litter,223516,825891,Reforestation,Ungrazed
8,1,22,Molinia caerulea,223516,825891,Reforestation,Ungrazed
8,1,22,Hylocomium splendens,223516,825891,Reforestation,Ungrazed
8,1,22,Pleurozium schreberi,223516,825891,Reforestation,Ungrazed
8,1,22,Potentilla erecta,223516,825891,Reforestation,Ungrazed
8,1,22,Calluna vulgaris,223516,825891,Reforestation,Ungrazed
8,2,23,Myrica gale,223478,825843,Unforested,Grazed
8,2,23,Molinia caerulea,223478,825843,Unforested,Grazed
8,2,23,Litter,223478,825843,Unforested,Grazed
8,2,23,Potentilla erecta,223478,825843,Unforested,Grazed
8,2,23,Calluna vulgaris,223478,825843,Unforested,Grazed
8,2,23,Pleurozium schreberi,223478,825843,Unforested,Grazed
8,2,23,Hylocomium splendens,223478,825843,Unforested,Grazed
8,2,23,Erica tetralix,223478,825843,Unforested,Grazed
8,2,23,Potentilla erecta,223478,825843,Unforested,Grazed
8,2,23,Calluna vulgaris,223478,825843,Unforested,Grazed
8,2,23,Erica tetralix,223478,825843,Unforested,Grazed
8,2,23,Litter,223478,825843,Unforested,Grazed
8,2,23,Molinia caerulea,223478,825843,Unforested,Grazed
8,2,23,Hylocomium splendens,223478,825843,Unforested,Grazed
8,2,23,Rhytidiadelphus sp.,223478,825843,Unforested,Grazed
8,2,23,Pleurozium schreberi,223478,825843,Unforested,Grazed
8,2,23,Polygala serpyllifolia,223478,825843,Unforested,Grazed
8,2,23,Myrica gale,223478,825843,Unforested,Grazed
8,2,23,Narthecium ossifragum,223478,825843,Unforested,Grazed
8,2,23,Calluna vulgaris,223478,825843,Unforested,Grazed
8,2,23,Erica tetralix,223478,825843,Unforested,Grazed
8,2,23,Litter,223478,825843,Unforested,Grazed
8,2,23,Molinia caerulea,223478,825843,Unforested,Grazed
8,2,23,Hylocomium splendens,223478,825843,Unforested,Grazed
8,2,23,Rhytidiadelphus sp.,223478,825843,Unforested,Grazed
8,2,23,Pleurozium schreberi,223478,825843,Unforested,Grazed
8,2,23,Polygala serpyllifolia,223478,825843,Unforested,Grazed
8,3,24,Myrica gale,223457,825820,Unforested,Ungrazed
8,3,24,Erica tetralix,223457,825820,Unforested,Ungrazed
8,3,24,Erica cinerea,223457,825820,Unforested,Ungrazed
8,3,24,Molinia caerulea,223457,825820,Unforested,Ungrazed
8,3,24,Litter,223457,825820,Unforested,Ungrazed
8,3,24,Sphagnum sp.,223457,825820,Unforested,Ungrazed
8,3,24,Hylocomium splendens,223457,825820,Unforested,Ungrazed
8,3,24,Pleurozium schreberi,223457,825820,Unforested,Ungrazed
8,3,24,Calluna vulgaris,223457,825820,Unforested,Ungrazed
8,3,24,Molinia caerulea,223457,825820,Unforested,Ungrazed
8,3,24,Lichen,223457,825820,Unforested,Ungrazed
8,3,24,Erica tetralix,223457,825820,Unforested,Ungrazed
8,3,24,Pleurozium schreberi,223457,825820,Unforested,Ungrazed
8,3,24,Litter,223457,825820,Unforested,Ungrazed
8,3,24,Hylocomium splendens,223457,825820,Unforested,Ungrazed
8,3,24,Sphagnum sp. ,223457,825820,Unforested,Ungrazed
8,3,24,Potentilla erecta,223457,825820,Unforested,Ungrazed
8,3,24,Molinia caerulea,223457,825820,Unforested,Ungrazed
8,3,24,Myrica gale,223457,825820,Unforested,Ungrazed
8,3,24,Erica tetralix,223457,825820,Unforested,Ungrazed
8,3,24,Litter,223457,825820,Unforested,Ungrazed
8,3,24,Erica cinerea,223457,825820,Unforested,Ungrazed
8,3,24,Pleurozium schreberi,223457,825820,Unforested,Ungrazed
8,3,24,Hylocomium splendens,223457,825820,Unforested,Ungrazed
8,3,24,Potentilla erecta,223457,825820,Unforested,Ungrazed
8,3,24,Narthecium ossifragum,223457,825820,Unforested,Ungrazed
8,3,24,Rhytidiadelphus sp.,223457,825820,Unforested,Ungrazed
8,4,25,Erica tetralix,223845,825893,Mature,Grazed
8,4,25,Vaccinium myrtillus,223845,825893,Mature,Grazed
8,4,25,Calluna vulgaris,223845,825893,Mature,Grazed
8,4,25,Sphagnum sp.,223845,825893,Mature,Grazed
8,4,25,Hylocomium splendens,223845,825893,Mature,Grazed
